Object Name,Event Display Name,Property Type,Property Group Names,Event Property Name,Property Description,Property Value Type,Property Schema Status,Property Required,Property Is Array,Property First Seen,Property Last Seen
membership: view module,,Event Property,,is cookied,,any,LIVE,False,False,2020-10-01,2020-12-22
membership: view module,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
Modal opened,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
Modal opened,,Event Property,,Title,,any,LIVE,False,False,2018-10-24,2025-06-07
Modal opened,,Event Property,,Type,,any,LIVE,False,False,2020-04-08,2025-03-13
Module impression,,Event Property,,Country site,,string,LIVE,False,False,2020-11-10,2023-07-10
Module impression,,Event Property,,Module,,any,LIVE,False,False,2020-07-22,2024-02-13
Module impression,,Event Property,,Module name,,any,LIVE,False,False,2020-10-06,2022-02-11
Module impression,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
Module Impression,,Event Property,,Module,,any,LIVE,False,False,2020-07-22,2024-02-13
Module Impression,,Event Property,,Module name,,any,LIVE,False,False,2020-10-06,2022-02-11
Module Impression,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
namer-product-summit-recording-view,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
namer-product-summit-recording-view,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
north star: thanks,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
north star: thanks,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
page scrolled,,Event Property,,Country site,,string,LIVE,False,False,2020-11-10,2023-07-10
page scrolled,,Event Property,,max visible percentage,,any,LIVE,False,False,2018-10-11,2024-06-06
page scrolled,,Event Property,,max visible portion,,any,LIVE,False,False,2019-08-21,2024-03-13
page scrolled,,Event Property,,max visible position,,any,LIVE,False,False,2018-10-11,2024-06-06
page scrolled,,Event Property,,page title,,any,LIVE,False,False,2018-10-11,2024-06-06
page scrolled,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
page scrolled,,Event Property,,rounded max visible percentage,,any,LIVE,False,False,2018-10-16,2024-06-06
page scrolled,,Event Property,,url,,string,LIVE,True,False,2018-07-05,2025-06-07
Page Scrolled,,Event Property,,Country site,,,UNEXPECTED,False,False,2020-11-10,2023-07-10
Page Scrolled,,Event Property,,pageUrl,,string,LIVE,True,False,2021-05-20,2025-06-07
Page Scrolled,,Event Property,,scroll percent,,any,LIVE,False,False,2021-12-14,2022-06-16
Page view,,Event Property,,Country site,,string,LIVE,False,False,2020-11-10,2023-07-10
Page view,,Event Property,,name,,any,LIVE,False,False,2020-10-06,2023-10-23
Page view,,Event Property,,page name,,any,LIVE,False,False,2020-10-14,2024-12-09
Page view,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
Page view,,Event Property,,platform,,any,LIVE,False,False,2020-10-14,2024-12-09
Page view,,Event Property,,type,,string,LIVE,True,False,2019-04-13,2025-06-07
Page View: Pricing,,Event Property,,Country site,,,UNEXPECTED,False,False,2020-11-10,2023-07-10
Page View: Pricing,,Event Property,,url,,string,LIVE,True,False,2018-07-05,2025-06-07
Page View: Pricing,,Event Property,,variant,,any,LIVE,False,False,2019-01-24,2025-06-04
Page Viewed,,Event Property,,[Amplitude] Session Recorded,,,UNEXPECTED,False,False,2023-08-01,2025-06-05
Page Viewed,,Event Property,,[Amplitude] Session Replay ID,,,UNEXPECTED,False,False,2023-12-15,2025-06-07
Page Viewed,,Event Property,,Country site,,string,LIVE,False,False,2020-11-10,2023-07-10
Page Viewed,,Event Property,,locale,,any,LIVE,False,False,2020-11-19,2023-08-28
Page Viewed,,Event Property,,page name,,,UNEXPECTED,False,False,2020-10-14,2024-12-09
Page Viewed,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
Page Viewed,,Event Property,,path.flow.source.meta,,,UNEXPECTED,False,False,2023-05-10,2023-05-10
Page Viewed,,Event Property,,path.flow.strict,,,UNEXPECTED,False,False,2023-05-10,2023-05-10
Page Viewed,,Event Property,,path.flow.value,,,UNEXPECTED,False,False,2023-05-10,2023-05-10
Page Viewed,,Event Property,,platform,,,UNEXPECTED,False,False,2020-10-14,2024-12-09
Page Viewed,,Event Property,,referrer,,string,LIVE,False,False,2020-08-26,2025-06-07
Page Viewed,,Event Property,,referrer.flow.source.meta,,,UNEXPECTED,False,False,2023-05-10,2023-05-10
Page Viewed,,Event Property,,referrer.flow.strict,,,UNEXPECTED,False,False,2023-05-10,2023-05-10
Page Viewed,,Event Property,,search,,string,LIVE,False,False,2021-05-21,2025-06-07
Page Viewed,,Event Property,,search.flow.source.meta,,,UNEXPECTED,False,False,2023-05-10,2023-05-10
Page Viewed,,Event Property,,search.flow.strict,,,UNEXPECTED,False,False,2023-05-10,2023-05-10
Page Viewed,,Event Property,,title,,string,LIVE,True,False,2018-07-03,2025-06-07
Page Viewed,,Event Property,,url,,string,LIVE,True,False,2018-07-05,2025-06-07
Page Viewed,,Event Property,,url.flow.source.meta,,,UNEXPECTED,False,False,2023-05-10,2023-05-10
Page Viewed,,Event Property,,url.flow.strict,,,UNEXPECTED,False,False,2023-05-10,2023-05-10
Page Viewed,,Event Property,,url.flow.value,,,UNEXPECTED,False,False,2023-05-10,2023-05-10
pageview,,Event Property,,pathname,,any,LIVE,False,False,,
pageview-test,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
pageview-test,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
paid lp engagement playbook chap1,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
paid lp engagement playbook chap1,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
paid lp engagement playbook chap2,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
paid lp engagement playbook chap2,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
paid lp engagement playbook chap3,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
paid lp engagement playbook chap3,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
paid lp engagement playbook chap4,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
paid lp engagement playbook chap4,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
partners,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
partners,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
partners,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
partners,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
partners,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
partners,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
partners,,Event Property,,source,from url parameter ?ref=,any,LIVE,False,False,2018-07-03,2025-05-14
partners: click card,,Event Property,,capability,partner's capability,any,LIVE,False,False,2018-07-05,2021-02-16
partners: click card,,Event Property,,level,"partner level (1, 2, or 3)",any,LIVE,False,False,2018-07-05,2021-02-16
partners: click card,,Event Property,,partner,name of partner,any,LIVE,False,False,2018-07-03,2021-02-22
partners: click card,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
partners: click card,,Event Property,,region,partner's region,any,LIVE,False,False,2018-07-05,2021-02-16
partners: click CTA,,Event Property,,location,,string,LIVE,False,False,2018-06-29,2025-06-07
partners: click CTA,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
partners: CTA clicked,,Event Property,,location,,string,LIVE,False,False,2018-06-29,2025-06-07
partners: CTA clicked,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
partners: filter: capabilities,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
partners: filter: capabilities,,Event Property,,selection,"what the user selects in the filter. Set this property to ""none"" if no value is chosen from the dropdown",any,LIVE,False,False,2018-07-03,2021-03-17
partners: filter: clear,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
partners: filter: core capabilities,,Event Property,,selection,,any,LIVE,False,False,2018-07-03,2021-03-17
partners: filter: level,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
partners: filter: level,,Event Property,,selection,"what the user selects in the filter. Set this property to ""none"" if no value is chosen from the dropdown",any,LIVE,False,False,2018-07-03,2021-03-17
partners: filter: partner level,,Event Property,,selection,,any,LIVE,False,False,2018-07-03,2021-03-17
partners: filter: region,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
partners: filter: region,,Event Property,,selection,"what the user selects in the filter. Set this property to ""none"" if no value is chosen from the dropdown",any,LIVE,False,False,2018-07-03,2021-03-17
partners: solutions directory,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
partners: solutions directory,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
partners: solutions directory,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
partners: solutions directory,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
partners: solutions directory,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
partners: solutions directory,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
partners: solutions directory,,Event Property,,source,from url parameter ?ref=,any,LIVE,False,False,2018-07-03,2025-05-14
partners: solutions directory: click card,,Event Property,,capability,,any,LIVE,False,False,2018-07-05,2021-02-16
partners: solutions directory: click card,,Event Property,,level,,any,LIVE,False,False,2018-07-05,2021-02-16
partners: solutions directory: click card,,Event Property,,partner,,any,LIVE,False,False,2018-07-03,2021-02-22
partners: solutions directory: click card,,Event Property,,region,,any,LIVE,False,False,2018-07-05,2021-02-16
partners: solutions directory: filter: core capabilities,,Event Property,,selection,,any,LIVE,False,False,2018-07-03,2021-03-17
partners: solutions directory: filter: partner level,,Event Property,,selection,,any,LIVE,False,False,2018-07-03,2021-03-17
partners: solutions directory: filter: region,,Event Property,,selection,,any,LIVE,False,False,2018-07-03,2021-03-17
partners: view application,,Event Property,,source,from url parameter ?ref=,any,LIVE,False,False,2018-07-03,2025-05-14
PDF Downloaded,,Event Property,,Country site,,string,LIVE,False,False,2020-11-10,2023-07-10
PDF Downloaded,,Event Property,,pdfName,,string,LIVE,True,False,2021-05-24,2025-06-03
press,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
press,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
press,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
press,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
press,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
press,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
press,,Event Property,,source,from url parameter ?ref=,any,LIVE,False,False,2018-07-03,2025-05-14
press: Amplitude Acquires Predictive Analytics Pioneer ClearBrain,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
press: Amplitude Acquires Predictive Analytics Pioneer ClearBrain,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
press: Amplitude Analytics and Optimizely Partner to Help Customers Deliver Better Mobile Experiences,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Analytics and Optimizely Partner to Help Customers Deliver Better Mobile Experiences,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Analytics and Optimizely Partner to Help Customers Deliver Better Mobile Experiences,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Analytics and Optimizely Partner to Help Customers Deliver Better Mobile Experiences,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Analytics and Optimizely Partner to Help Customers Deliver Better Mobile Experiences,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
press: Amplitude Analytics and Optimizely Partner to Help Customers Deliver Better Mobile Experiences,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
press: Amplitude Analytics and Optimizely Partner to Help Customers Deliver Better Mobile Experiences,,Event Property,,source,,any,LIVE,False,False,2018-07-03,2025-05-14
press: Amplitude Analytics Launches ‘Compass’ to Help Businesses Understand User Behavior that Drives Long-Term Retention,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Analytics Launches ‘Compass’ to Help Businesses Understand User Behavior that Drives Long-Term Retention,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Analytics Launches ‘Compass’ to Help Businesses Understand User Behavior that Drives Long-Term Retention,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Analytics Launches ‘Compass’ to Help Businesses Understand User Behavior that Drives Long-Term Retention,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Analytics Launches ‘Compass’ to Help Businesses Understand User Behavior that Drives Long-Term Retention,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
press: Amplitude Analytics Launches ‘Compass’ to Help Businesses Understand User Behavior that Drives Long-Term Retention,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
press: Amplitude Analytics Launches ‘Compass’ to Help Businesses Understand User Behavior that Drives Long-Term Retention,,Event Property,,source,,any,LIVE,False,False,2018-07-03,2025-05-14
press: Amplitude Analytics Liberates the Mobile User Analytics Market With Free Product Offering,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Analytics Liberates the Mobile User Analytics Market With Free Product Offering,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Analytics Liberates the Mobile User Analytics Market With Free Product Offering,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Analytics Liberates the Mobile User Analytics Market With Free Product Offering,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Analytics Liberates the Mobile User Analytics Market With Free Product Offering,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
press: Amplitude Analytics Liberates the Mobile User Analytics Market With Free Product Offering,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
press: Amplitude Analytics Liberates the Mobile User Analytics Market With Free Product Offering,,Event Property,,source,,any,LIVE,False,False,2018-07-03,2025-05-14
press: Amplitude Analytics Secures $9 Million From Benchmark,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Analytics Secures $9 Million From Benchmark,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Analytics Secures $9 Million From Benchmark,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Analytics Secures $9 Million From Benchmark,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Analytics Secures $9 Million From Benchmark,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
press: Amplitude Analytics Secures $9 Million From Benchmark,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
press: Amplitude Analytics Secures $9 Million From Benchmark,,Event Property,,source,,any,LIVE,False,False,2018-07-03,2025-05-14
press: Amplitude Announces European Expansion and New Headquarters Office in Amsterdam,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
press: Amplitude Announces European Expansion and New Headquarters Office in Amsterdam,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
press: Amplitude Announces Inaugural Pioneer Awards,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
press: Amplitude Announces Inaugural Pioneer Awards,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
press: Amplitude Announces New Breakthrough in Product Analytics,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
press: Amplitude Announces New Breakthrough in Product Analytics,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
press: Amplitude Announces Product Intelligence Collaboration with AWS AppFlow,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
press: Amplitude Announces Product Intelligence Collaboration with AWS AppFlow,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
press: Amplitude Announces Record Year of Growth in 2020,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
press: Amplitude Announces Record Year of Growth in 2020,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
press: Amplitude Announces Winners of its Inaugural Pioneer Awards,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
press: Amplitude Announces Winners of its Inaugural Pioneer Awards,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
press: Amplitude Arms Product Teams with Analytics to Meet Growing Need For Rapid Innovation,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Arms Product Teams with Analytics to Meet Growing Need For Rapid Innovation,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Arms Product Teams with Analytics to Meet Growing Need For Rapid Innovation,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Arms Product Teams with Analytics to Meet Growing Need For Rapid Innovation,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Arms Product Teams with Analytics to Meet Growing Need For Rapid Innovation,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
press: Amplitude Arms Product Teams with Analytics to Meet Growing Need For Rapid Innovation,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
press: Amplitude Closes $80M Investment for Global Expansion of Leading Product Intelligence Platform,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Closes $80M Investment for Global Expansion of Leading Product Intelligence Platform,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Closes $80M Investment for Global Expansion of Leading Product Intelligence Platform,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Closes $80M Investment for Global Expansion of Leading Product Intelligence Platform,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Closes $80M Investment for Global Expansion of Leading Product Intelligence Platform,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
press: Amplitude Closes $80M Investment for Global Expansion of Product Intelligence,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Closes $80M Investment for Global Expansion of Product Intelligence,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Closes $80M Investment for Global Expansion of Product Intelligence,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Closes $80M Investment for Global Expansion of Product Intelligence,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Closes $80M Investment for Global Expansion of Product Intelligence,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
press: Amplitude Closes $80M Investment Led By Sequoia for Global Expansion of Product Intelligence,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Closes $80M Investment Led By Sequoia for Global Expansion of Product Intelligence,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Closes $80M Investment Led By Sequoia for Global Expansion of Product Intelligence,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Closes $80M Investment Led By Sequoia for Global Expansion of Product Intelligence,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Closes $80M Investment Led By Sequoia for Global Expansion of Product Intelligence,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
press: Amplitude Closes $80M Investment Led By Sequoia for Global Expansion of Product Intelligence,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
"press: Amplitude Continues its Explosive Growth, Debuts on Deloitte’s 2020 Technology Fast 500 List",,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
"press: Amplitude Continues its Explosive Growth, Debuts on Deloitte’s 2020 Technology Fast 500 List",,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
press: Amplitude Expands Its Leadership Team to Meet Growing Demand for Product Analytics,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Expands Its Leadership Team to Meet Growing Demand for Product Analytics,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Expands Its Leadership Team to Meet Growing Demand for Product Analytics,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Expands Its Leadership Team to Meet Growing Demand for Product Analytics,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Expands Its Leadership Team to Meet Growing Demand for Product Analytics,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
press: Amplitude Expands Its Leadership Team to Meet Growing Demand for Product Analytics,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
"press: Amplitude Fuels Business Growth, Delivers an Average of 655% ROI for Customers",,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
"press: Amplitude Fuels Business Growth, Delivers an Average of 655% ROI for Customers",,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
"press: Amplitude Introduces Journeys, Industry-First Solution that Analyzes the Breadth and Depth of the Customer Journey",,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
"press: Amplitude Introduces Journeys, Industry-First Solution that Analyzes the Breadth and Depth of the Customer Journey",,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
"press: Amplitude Launches Engage, A Behavioral Targeting Solution for Automated Campaign Personalization",,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
"press: Amplitude Launches Engage, A Behavioral Targeting Solution for Automated Campaign Personalization",,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
press: Amplitude Launches Program To Help Startups Find Product Market Fit,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Launches Program To Help Startups Find Product Market Fit,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Launches Program To Help Startups Find Product Market Fit,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Launches Program To Help Startups Find Product Market Fit,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Launches Program To Help Startups Find Product Market Fit,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
press: Amplitude Launches Program To Help Startups Find Product Market Fit,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
press: Amplitude names Adobe sales leader Matthew Heinz as Chief Revenue Officer,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
press: Amplitude names Adobe sales leader Matthew Heinz as Chief Revenue Officer,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
"press: Amplitude Raises $15M to Deliver a New Generation of User Behavior Analytics that Helps Companies Drive Engagement, Retention and Conversion",,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
"press: Amplitude Raises $15M to Deliver a New Generation of User Behavior Analytics that Helps Companies Drive Engagement, Retention and Conversion",,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
"press: Amplitude Raises $15M to Deliver a New Generation of User Behavior Analytics that Helps Companies Drive Engagement, Retention and Conversion",,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
"press: Amplitude Raises $15M to Deliver a New Generation of User Behavior Analytics that Helps Companies Drive Engagement, Retention and Conversion",,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
"press: Amplitude Raises $15M to Deliver a New Generation of User Behavior Analytics that Helps Companies Drive Engagement, Retention and Conversion",,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
"press: Amplitude Raises $15M to Deliver a New Generation of User Behavior Analytics that Helps Companies Drive Engagement, Retention and Conversion",,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
"press: Amplitude Raises $15M to Deliver a New Generation of User Behavior Analytics that Helps Companies Drive Engagement, Retention and Conversion",,Event Property,,source,,any,LIVE,False,False,2018-07-03,2025-05-14
press: Amplitude Raises $50M Round Led by GIC to Meet Surging Demand,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
press: Amplitude Raises $50M Round Led by GIC to Meet Surging Demand,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
press: Amplitude Releases Portfolio to Help Enterprise Product Leaders Grow their Digital Businesses,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Releases Portfolio to Help Enterprise Product Leaders Grow their Digital Businesses,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Releases Portfolio to Help Enterprise Product Leaders Grow their Digital Businesses,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Releases Portfolio to Help Enterprise Product Leaders Grow their Digital Businesses,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Releases Portfolio to Help Enterprise Product Leaders Grow their Digital Businesses,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
press: Amplitude Releases Portfolio to Help Enterprise Product Leaders Grow their Digital Businesses,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
press: Amplitude Study Finds that “N Day” Retention Metric Underestimates the Percentage of Users who Return to Apps by a Factor of 3.5X,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Study Finds that “N Day” Retention Metric Underestimates the Percentage of Users who Return to Apps by a Factor of 3.5X,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Study Finds that “N Day” Retention Metric Underestimates the Percentage of Users who Return to Apps by a Factor of 3.5X,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Study Finds that “N Day” Retention Metric Underestimates the Percentage of Users who Return to Apps by a Factor of 3.5X,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
press: Amplitude Study Finds that “N Day” Retention Metric Underestimates the Percentage of Users who Return to Apps by a Factor of 3.5X,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
press: Amplitude Study Finds that “N Day” Retention Metric Underestimates the Percentage of Users who Return to Apps by a Factor of 3.5X,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
