Object Name,Event Display Name,Property Type,Property Group Names,Event Property Name,Property Description,Property Value Type,Property Schema Status,Property Required,Property Is Array,Property First Seen,Property Last Seen
contact: general: submit form,,Event Property,,FirstName,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: general: submit form,,Event Property,,howCanWeHelp,,any,LIVE,False,False,2018-10-25,2023-08-22
contact: general: submit form,,Event Property,,inquiryType,,any,LIVE,False,False,2018-10-25,2023-08-22
contact: general: submit form,,Event Property,,LastName,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: general: submit form,,Event Property,,Phone,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: general: submit form,,Event Property,,ref,,any,LIVE,False,False,2018-10-24,2021-02-22
contact: general: submit form,,Event Property,,topic,"pull in selection from the dropdown ""I have a question about...""",any,LIVE,False,False,2018-07-06,2019-07-17
contact: general: submit form clicked,,Event Property,,_mktoReferrer,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: general: submit form clicked,,Event Property,,campaignContent,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: general: submit form clicked,,Event Property,,campaignID,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: general: submit form clicked,,Event Property,,campaignMedium,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: general: submit form clicked,,Event Property,,campaignSource,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: general: submit form clicked,,Event Property,,campaignTerm,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: general: submit form clicked,,Event Property,,Company,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: general: submit form clicked,,Event Property,,cookie,,any,LIVE,False,False,2018-10-24,2021-04-05
contact: general: submit form clicked,,Event Property,,Country,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: general: submit form clicked,,Event Property,,Email,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: general: submit form clicked,,Event Property,,FirstName,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: general: submit form clicked,,Event Property,,howCanWeHelp,,any,LIVE,False,False,2018-10-25,2023-08-22
contact: general: submit form clicked,,Event Property,,inquiryType,,any,LIVE,False,False,2018-10-25,2023-08-22
contact: general: submit form clicked,,Event Property,,LastName,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: general: submit form clicked,,Event Property,,Phone,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: general: submit form clicked,,Event Property,,ref,,any,LIVE,False,False,2018-10-24,2021-02-22
contact: general: validate,,Event Property,,_mktoReferrer,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: general: validate,,Event Property,,Company,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: general: validate,,Event Property,,Email,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: general: validate,,Event Property,,FirstName,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: general: validate,,Event Property,,LastName,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: general: validate,,Event Property,,ref,,any,LIVE,False,False,2018-10-24,2021-02-22
contact: general: view form,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
contact: general: view form,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
contact: general: view form,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
contact: general: view form,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
contact: general: view form,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
contact: general: view form,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
contact: general: view form,,Event Property,,source,from url parameter ?ref=,any,LIVE,False,False,2018-07-03,2025-05-14
contact: growth engine: thanks,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
contact: growth engine: thanks,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
contact: growth engine: thanks,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
contact: growth engine: thanks,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
contact: growth engine: thanks,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
contact: growth engine: thanks,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
contact: growth engine: view form,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
contact: growth engine: view form,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
contact: growth engine: view form,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
contact: growth engine: view form,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
contact: growth engine: view form,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
contact: growth engine: view form,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
contact: sales: click other options,,Event Property,,option,"""support"" or ""general""",any,LIVE,False,False,2018-07-03,2019-03-02
contact: sales: click other options,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
contact: sales: submit form,,Event Property,,_mktoReferrer,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form,,Event Property,,campaignContent,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form,,Event Property,,campaignID,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form,,Event Property,,campaignMedium,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form,,Event Property,,campaignSource,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form,,Event Property,,campaignTerm,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form,,Event Property,,Company,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form,,Event Property,,Contact_Sales_Notes__c,,any,LIVE,False,False,2018-10-24,2023-08-10
contact: sales: submit form,,Event Property,,cookie,,any,LIVE,False,False,2018-10-24,2021-04-05
contact: sales: submit form,,Event Property,,Country,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form,,Event Property,,Email,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form,,Event Property,,FirstName,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form,,Event Property,,LastName,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form,,Event Property,,Phone,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form,,Event Property,,ref,,any,LIVE,False,False,2018-10-24,2021-02-22
contact: sales: submit form,,Event Property,,Title,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form clicked,,Event Property,,_mktoReferrer,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form clicked,,Event Property,,campaignContent,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form clicked,,Event Property,,campaignID,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form clicked,,Event Property,,campaignMedium,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form clicked,,Event Property,,campaignSource,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form clicked,,Event Property,,campaignTerm,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form clicked,,Event Property,,Company,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form clicked,,Event Property,,Contact_Sales_Notes__c,,any,LIVE,False,False,2018-10-24,2023-08-10
contact: sales: submit form clicked,,Event Property,,cookie,,any,LIVE,False,False,2018-10-24,2021-04-05
contact: sales: submit form clicked,,Event Property,,Country,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form clicked,,Event Property,,Email,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form clicked,,Event Property,,FirstName,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form clicked,,Event Property,,LastName,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form clicked,,Event Property,,Phone,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: submit form clicked,,Event Property,,ref,,any,LIVE,False,False,2018-10-24,2021-02-22
contact: sales: submit form clicked,,Event Property,,Title,,any,LIVE,False,False,2018-10-24,2025-06-07
contact: sales: view form,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
contact: sales: view form,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
contact: sales: view form,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
contact: sales: view form,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
contact: sales: view form,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
contact: sales: view form,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
contact: sales: view form,,Event Property,,source,from url parameter ?ref=,any,LIVE,False,False,2018-07-03,2025-05-14
contact: thanks,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
contact: thanks,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
contact: thanks,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
contact: thanks,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
contact: thanks,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
contact: thanks,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
contact: thanks,,Event Property,,source,,any,LIVE,False,False,2018-07-03,2025-05-14
content library,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
content library,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
content library,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
content library,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
content library,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
content library,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content library,,Event Property,,source,,any,LIVE,False,False,2018-07-03,2025-05-14
content library: click card,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content library: click card,,Event Property,,source,,any,LIVE,False,False,2018-07-03,2025-05-14
content library: click card,,Event Property,,title,,string,LIVE,True,False,2018-07-03,2025-06-07
content library: filter: category,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content library: filter: category,,Event Property,,selection,,any,LIVE,False,False,2018-07-03,2021-03-17
content library: filter: clear,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content:  How to Calculate and Reduce Churn Rate to Increase Revenue,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: 10x Product Manager Skills,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: 10x Product Manager Skills,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: Amplify 2018 sessions,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: Amplify 2018 Sessions,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: Amplify 2018 Sessions Test,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: Amplify 2018 Sessions Test`,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: Amplify Terms of Service,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: Amplitude Pioneer Awards Terms and Conditions,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
"content: Amplitude Privacy Policy, Mar. 2018",,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
"content: Amplitude Terms of Service, Aug. 2016",,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
"content: Amplitude Terms of Service, Dec. 2018",,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
"content: Amplitude, Inc. — Master Services Agreement, Aug. 2016",,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
"content: Amplitude, Inc. Master Service Agreement",,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
"content: Amplitude, Inc. Master Service Agreement – April 2019",,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
"content: Amplitude, Inc. Master Service Agreement – May 2017",,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
"content: Amplitude, Inc. Master Service Agreement – Nov 2020",,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: Amplitude’s Stance on Security & Privacy,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: Amplitude’s Stance on Security & Privacy,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
"content: Best 2019 Product Manager Podcasts: Design, Marketing, Analytics, and More",,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: Best Product Management Books for 2019,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
"content: Best Product Manager Podcasts: Design, Marketing, Analytics, and More",,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: Cross-Platform Analytics: Unify User Behavior Data Across Web & Mobile,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: data accessibility,,Event Property,,source,,any,LIVE,False,False,2018-07-03,2025-05-14
content: Every Product Analytics Term You Need To Know with Resource Links To Learn More,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: Every Product Needs a North Star. Do you know yours?,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: Every Product Needs a North Star. Do you know yours?,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: Funnel Analysis: Find drop-offs and boost conversion rates,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: funnels,,Event Property,,source,,any,LIVE,False,False,2018-07-03,2025-05-14
content: How to Measure User Onboarding to Better Convert and Engage New Users,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: Industry Trends,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: Industry Trends,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: Mastering Retention,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: Mastering Retention,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: mobile analytics guide,,Event Property,,source,,any,LIVE,False,False,2018-07-03,2025-05-14
content: Mobile Analytics: A Complete Guide to App Retention and Engagement,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: Multipage V2 QA,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: Multipage V2 QA,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: Multiple page example,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: Multiple page example,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: Multiple page gate test,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: Multiple page gate test,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: North Star Framework,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: North Star Framework,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: North Star Playbook,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: North Star Playbook,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: North Star Playbook test,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: North Star Playbook test,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: Privacy Notice,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: Product Analytics Playbook Volume II: Mastering Engagement,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: Product Analytics Playbook Volume II: Mastering Engagement,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: Product Analytics Playbook: Engagement Games,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: Product Analytics Playbook: Mastering Engagement,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: Product Analytics Playbook: Mastering Engagement,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: Product Analytics Playbook: Mastering Retention,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: Product Analytics Playbook: Mastering Retention,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
"content: Product Analytics: What It Is, Why You Need It, and How to Use It",,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: Product Executive Playbook,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: Product Executive Playbook,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: Product Playbook II: Mastering Engagement,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: Product Playbook II: Mastering Engagement,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: Retention Analytics: Retention analytics for stopping churn in its tracks,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: Richtext Chaptered Page,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: Richtext Chaptered Page,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: submit form,,Event Property,,_mktoReferrer,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form,,Event Property,,campaignContent,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form,,Event Property,,campaignID,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form,,Event Property,,campaignMedium,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form,,Event Property,,campaignSource,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form,,Event Property,,campaignTerm,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form,,Event Property,,Company,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form,,Event Property,,cookie,,any,LIVE,False,False,2018-10-24,2021-04-05
content: submit form,,Event Property,,Country,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form,,Event Property,,Email,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form,,Event Property,,FirstName,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form,,Event Property,,LastName,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form,,Event Property,,title,,string,LIVE,True,False,2018-07-03,2025-06-07
content: submit form,,Event Property,,url,,string,LIVE,True,False,2018-07-05,2025-06-07
content: submit form clicked,,Event Property,,_mktoReferrer,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form clicked,,Event Property,,campaignContent,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form clicked,,Event Property,,campaignID,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form clicked,,Event Property,,campaignMedium,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form clicked,,Event Property,,campaignSource,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form clicked,,Event Property,,campaignTerm,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form clicked,,Event Property,,Company,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form clicked,,Event Property,,cookie,,any,LIVE,False,False,2018-10-24,2021-04-05
content: submit form clicked,,Event Property,,Country,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form clicked,,Event Property,,Email,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form clicked,,Event Property,,FirstName,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form clicked,,Event Property,,LastName,,any,LIVE,False,False,2018-10-24,2025-06-07
content: submit form clicked,,Event Property,,title,,string,LIVE,True,False,2018-07-03,2025-06-07
content: submit form clicked,,Event Property,,url,,string,LIVE,True,False,2018-07-05,2025-06-07
content: test star playbook,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: test star playbook,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: Testing chaptered long-page blocks,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: Testing chaptered long-page blocks with gate,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: Testing chaptered long-page blocks without gate,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: Testing chaptered multi-page blocks,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: Testing chaptered multi-page blocks,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: Testing chaptered multi-page blocks with gate,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: Testing chaptered multi-page blocks with gate,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: Testing chaptered multi-page blocks without gate,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: Testing chaptered multi-page blocks without gate,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
"content: Testing chaptered page marquee - Longform, multi field",,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
"content: Testing chaptered page marquee - Longform, single field",,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
"content: Testing chaptered page marquee - Multi page, multi field",,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
"content: Testing chaptered page marquee - Multi page, multi field",,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
"content: Testing chaptered page marquee - Multi page, single-field",,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
"content: Testing chaptered page marquee - Multi page, single-field",,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: Testing new marquee - Multi page,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: Testing new marquee - Multi page,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
"content: Testing new marquee - Multi page, multi field",,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
"content: Testing new marquee - Multi page, multi field",,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: The Amplitude Guide to Customer Retention: 40+ Resources to Increase Retention,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: The Amplitude Guide to Customer Retention: 40+ Resources to Increase Retention,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: The Complete User Analysis Guide: Personas to Design to Analytics,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: The Guide to Data Accessibility,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: The Guide to Real-Time Analytics: Discover Data Insights Faster,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: The North Star Framework,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: The North Star Framework,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: The Product Analytics Dictionary,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: The Product Analytics Glossary,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: Trends,,Event Property,,chapter,,any,LIVE,False,False,2018-07-16,2021-09-03
content: Trends,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: understand user behavior,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
content: understand user behavior,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
content: understand user behavior,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
content: understand user behavior,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
content: understand user behavior,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
content: understand user behavior,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: understand user behavior,,Event Property,,source,,any,LIVE,False,False,2018-07-03,2025-05-14
content: understand user behavior: click link,,Event Property,,category,,any,LIVE,False,False,2018-06-28,2024-02-13
content: understand user behavior: click link,,Event Property,,link title,,any,LIVE,False,False,2018-06-29,2021-02-16
content: understand user behavior: click link,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: understand user behavior: click link,,Event Property,,url,,string,LIVE,True,False,2018-07-05,2025-06-07
content: understand user behavior: Link clicked,,Event Property,,category,,any,LIVE,False,False,2018-06-28,2024-02-13
content: understand user behavior: Link clicked,,Event Property,,link title,,any,LIVE,False,False,2018-06-29,2021-02-16
content: understand user behavior: Link clicked,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: understand user behavior: Link clicked,,Event Property,,url,,string,LIVE,True,False,2018-07-05,2025-06-07
content: User Analysis Strategies: Understanding Analytics to Boost Retention,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: user behavior analytics,,Event Property,,source,,any,LIVE,False,False,2018-07-03,2025-05-14
content: User Behavior Analytics: Uncover valuable user insights in just a few clicks,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: User Engagement Handbook: 60+ Resources to Master User Engagement,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: view form,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: view form,,Event Property,,title,,string,LIVE,True,False,2018-07-03,2025-06-07
content: view form,,Event Property,,url,,string,LIVE,True,False,2018-07-05,2025-06-07
content: Watch the Amplify 2018 Sessions,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
content: Watch the talks from Amplify 2018,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
content: Watch the talks from Amplify 2019,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
Correlation vs Causation: Understand the Difference for Your Product,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
Cta clicked,,Event Property,,Name,,any,LIVE,False,False,2020-10-14,2021-03-17
Cta clicked,,Event Property,,Page Name,,any,LIVE,False,False,2020-10-14,2022-03-16
Cta clicked,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
Cta clicked,,Event Property,,Platform,,any,LIVE,False,False,2020-10-14,2021-03-17
Cta clicked,,Event Property,,Type,,any,LIVE,False,False,2020-04-08,2025-03-13
CTA Clicked,,Event Property,,[Amplitude] Session Recorded,,,UNEXPECTED,False,False,2023-08-01,2025-06-05
CTA Clicked,,Event Property,,[Amplitude] Session Replay ID,,,UNEXPECTED,False,False,2023-12-15,2025-06-07
CTA Clicked,,Event Property,,Country site,,string,LIVE,False,False,2020-11-10,2023-07-10
CTA Clicked,,Event Property,,destination,,string,LIVE,False,False,2021-05-20,2025-06-07
CTA Clicked,,Event Property,,location,,string,LIVE,False,False,2018-06-29,2025-06-07
CTA Clicked,,Event Property,,Location,,,UNEXPECTED,False,False,2021-03-04,2022-04-17
CTA Clicked,,Event Property,,pageUrl,,string,LIVE,True,False,2021-05-20,2025-06-07
CTA Clicked,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
CTA Clicked,,Event Property,,plan component,,any,LIVE,False,False,2021-12-14,2022-02-24
CTA Clicked,,Event Property,,product,,any,LIVE,False,False,2021-12-14,2022-03-17
CTA Clicked,,Event Property,,product combo,,any,LIVE,False,False,2021-12-14,2022-02-24
CTA Clicked,,Event Property,,text,,string,LIVE,False,False,2020-11-12,2025-06-07
